Timestamp,Water Level (m),Battery (%),Sensor Status
2024-01-29 18:00:00,10.98,74.93,normal
2024-01-30 00:00:00,14.23,56.68,normal
2024-01-30 06:00:00,12.61,80.21,normal
2024-01-30 12:00:00,12.71,51.1,normal
2024-01-30 18:00:00,10.46,69.25,normal
2024-01-31 00:00:00,10.28,78.05,normal
2024-01-31 06:00:00,12.69,75.95,normal
2024-01-31 12:00:00,11.63,73.2,normal
2024-01-31 18:00:00,11.95,95.11,normal
2024-02-01 00:00:00,14.58,91.53,faulty
2024-02-01 06:00:00,14.62,59.65,normal
2024-02-01 12:00:00,12.88,98.15,faulty
2024-02-01 18:00:00,14.17,65.17,normal
2024-02-02 00:00:00,10.14,52.09,normal
2024-02-02 06:00:00,11.93,86.74,normal
2024-02-02 12:00:00,10.76,99.84,normal
2024-02-02 18:00:00,14.55,82.85,normal
2024-02-03 00:00:00,12.64,90.08,normal
2024-02-03 06:00:00,11.57,62.78,normal
2024-02-03 12:00:00,13.73,53.36,normal
2024-02-03 18:00:00,13.77,85.97,normal
2024-02-04 00:00:00,13.36,69.64,normal
2024-02-04 06:00:00,14.37,86.06,normal
2024-02-04 12:00:00,11.99,86.38,normal
2024-02-04 18:00:00,13.71,87.23,normal
2024-02-05 00:00:00,12.71,96.68,normal
2024-02-05 06:00:00,13.46,72.39,normal
2024-02-05 12:00:00,12.96,83.86,normal
2024-02-05 18:00:00,14.26,55.0,normal
2024-02-06 00:00:00,11.95,84.32,normal
2024-02-06 06:00:00,11.99,81.0,normal
2024-02-06 12:00:00,14.12,88.74,normal
2024-02-06 18:00:00,11.58,51.95,normal
2024-02-07 00:00:00,13.38,96.51,normal
2024-02-07 06:00:00,14.32,86.29,normal
2024-02-07 12:00:00,11.82,57.8,normal
2024-02-07 18:00:00,10.67,98.32,normal
2024-02-08 00:00:00,14.98,63.41,normal
2024-02-08 06:00:00,11.43,88.1,normal
2024-02-08 12:00:00,10.59,60.54,faulty
2024-02-08 18:00:00,10.28,79.23,normal
2024-02-09 00:00:00,11.18,60.38,normal
2024-02-09 06:00:00,10.37,54.29,normal
2024-02-09 12:00:00,11.93,55.83,normal
2024-02-09 18:00:00,13.66,69.21,normal
2024-02-10 00:00:00,12.32,80.73,normal
2024-02-10 06:00:00,10.43,95.43,normal
2024-02-10 12:00:00,10.12,55.32,normal
2024-02-10 18:00:00,13.81,59.03,normal
2024-02-11 00:00:00,12.05,98.49,normal
2024-02-11 06:00:00,10.95,63.21,normal
2024-02-11 12:00:00,13.32,93.84,normal
2024-02-11 18:00:00,11.76,56.49,normal
2024-02-12 00:00:00,13.19,95.91,normal
2024-02-12 06:00:00,12.21,86.79,normal
2024-02-12 12:00:00,13.12,75.77,normal
2024-02-12 18:00:00,11.88,79.21,normal
2024-02-13 00:00:00,12.84,67.54,normal
2024-02-13 06:00:00,10.39,96.47,normal
2024-02-13 12:00:00,14.1,87.24,normal
2024-02-13 18:00:00,13.0,73.57,normal
2024-02-14 00:00:00,11.1,98.27,normal
2024-02-14 06:00:00,10.76,76.21,normal
2024-02-14 12:00:00,13.73,93.74,normal
2024-02-14 18:00:00,11.08,61.78,normal
2024-02-15 00:00:00,11.09,80.81,normal
2024-02-15 06:00:00,10.01,61.62,normal
2024-02-15 12:00:00,12.93,82.08,normal
2024-02-15 18:00:00,12.47,59.44,normal
2024-02-16 00:00:00,11.14,59.61,normal
2024-02-16 06:00:00,13.02,89.37,normal
2024-02-16 12:00:00,13.35,86.54,normal
2024-02-16 18:00:00,11.01,93.22,normal
2024-02-17 00:00:00,12.24,75.09,normal
2024-02-17 06:00:00,12.91,76.68,normal
2024-02-17 12:00:00,13.56,96.36,normal
2024-02-17 18:00:00,13.02,86.17,normal
2024-02-18 00:00:00,14.06,82.37,normal
2024-02-18 06:00:00,13.86,68.31,normal
2024-02-18 12:00:00,12.28,78.41,normal
2024-02-18 18:00:00,12.55,97.52,normal
2024-02-19 00:00:00,12.3,99.12,normal
2024-02-19 06:00:00,14.87,66.1,normal
2024-02-19 12:00:00,14.52,94.2,normal
2024-02-19 18:00:00,14.56,95.36,normal
2024-02-20 00:00:00,10.18,77.91,normal
2024-02-20 06:00:00,11.27,99.63,normal
2024-02-20 12:00:00,14.46,96.24,normal
2024-02-20 18:00:00,11.45,96.03,normal
2024-02-21 00:00:00,10.82,69.69,normal
2024-02-21 06:00:00,14.26,81.53,normal
2024-02-21 12:00:00,11.52,81.68,normal
2024-02-21 18:00:00,10.04,63.01,normal
2024-02-22 00:00:00,14.48,67.3,normal
2024-02-22 06:00:00,12.63,55.96,normal
2024-02-22 12:00:00,12.24,78.91,normal
2024-02-22 18:00:00,10.98,84.15,normal
2024-02-23 00:00:00,14.56,82.09,normal
2024-02-23 06:00:00,14.17,81.28,normal
2024-02-23 12:00:00,13.17,82.4,normal
2024-02-23 18:00:00,11.76,87.61,normal
2024-02-24 00:00:00,11.77,98.11,normal
2024-02-24 06:00:00,10.8,85.41,normal
2024-02-24 12:00:00,14.18,93.49,normal
2024-02-24 18:00:00,13.48,83.24,normal
2024-02-25 00:00:00,11.57,55.43,normal
2024-02-25 06:00:00,11.22,56.43,normal
2024-02-25 12:00:00,11.72,73.18,normal
2024-02-25 18:00:00,14.75,59.83,normal
2024-02-26 00:00:00,11.71,95.63,normal
2024-02-26 06:00:00,10.59,59.91,faulty
2024-02-26 12:00:00,13.53,78.73,normal
2024-02-26 18:00:00,13.03,55.63,normal
2024-02-27 00:00:00,14.57,73.82,normal
2024-02-27 06:00:00,14.49,59.79,normal
2024-02-27 12:00:00,11.3,53.05,normal
2024-02-27 18:00:00,11.86,84.58,normal
2024-02-28 00:00:00,12.51,86.8,normal
2024-02-28 06:00:00,13.56,55.03,normal
2024-02-28 12:00:00,13.93,54.36,normal
2024-02-28 18:00:00,12.07,80.76,normal
2024-02-29 00:00:00,11.16,65.38,normal
2024-02-29 06:00:00,10.57,54.63,normal
2024-02-29 12:00:00,13.57,63.01,normal
2024-02-29 18:00:00,14.21,76.45,normal
2024-03-01 00:00:00,13.42,73.14,normal
2024-03-01 06:00:00,10.56,81.28,normal
2024-03-01 12:00:00,13.9,64.44,normal
2024-03-01 18:00:00,10.18,83.53,normal
2024-03-02 00:00:00,14.47,96.59,normal
2024-03-02 06:00:00,13.2,84.37,normal
2024-03-02 12:00:00,12.25,57.01,normal
2024-03-02 18:00:00,14.99,50.55,normal
2024-03-03 00:00:00,11.86,81.87,normal
2024-03-03 06:00:00,14.75,56.1,normal
2024-03-03 12:00:00,10.16,69.51,faulty
2024-03-03 18:00:00,13.34,83.84,normal
2024-03-04 00:00:00,14.83,96.48,normal
2024-03-04 06:00:00,13.41,79.82,normal
2024-03-04 12:00:00,10.33,92.79,normal
2024-03-04 18:00:00,11.04,68.79,normal
2024-03-05 00:00:00,10.25,62.78,faulty
2024-03-05 06:00:00,14.59,94.57,normal
2024-03-05 12:00:00,14.76,80.38,normal
2024-03-05 18:00:00,13.53,58.47,normal
2024-03-06 00:00:00,10.55,87.29,normal
2024-03-06 06:00:00,10.26,96.87,faulty
2024-03-06 12:00:00,13.75,60.85,normal
2024-03-06 18:00:00,14.38,62.92,normal
2024-03-07 00:00:00,11.83,91.86,normal
2024-03-07 06:00:00,13.08,67.09,normal
2024-03-07 12:00:00,13.19,75.6,normal
2024-03-07 18:00:00,10.26,50.29,normal
2024-03-08 00:00:00,10.96,74.93,normal
2024-03-08 06:00:00,10.45,58.7,normal
2024-03-08 12:00:00,12.97,51.71,normal
2024-03-08 18:00:00,13.93,89.27,normal
2024-03-09 00:00:00,12.7,68.63,normal
2024-03-09 06:00:00,13.65,80.75,normal
2024-03-09 12:00:00,12.84,69.83,normal
2024-03-09 18:00:00,10.8,57.33,normal
2024-03-10 00:00:00,11.51,61.68,normal
2024-03-10 06:00:00,11.55,69.27,normal
2024-03-10 12:00:00,13.99,94.69,normal
2024-03-10 18:00:00,11.09,55.84,normal
2024-03-11 00:00:00,11.7,86.16,normal
2024-03-11 06:00:00,13.81,52.62,normal
2024-03-11 12:00:00,12.01,92.95,normal
2024-03-11 18:00:00,14.29,86.26,normal
2024-03-12 00:00:00,13.27,97.01,normal
2024-03-12 06:00:00,10.36,57.83,normal
2024-03-12 12:00:00,10.89,91.01,normal
2024-03-12 18:00:00,11.22,71.79,normal
2024-03-13 00:00:00,13.96,62.57,faulty
2024-03-13 06:00:00,13.95,84.87,normal
2024-03-13 12:00:00,10.38,95.76,normal
2024-03-13 18:00:00,12.16,63.76,normal
2024-03-14 00:00:00,10.31,58.29,normal
2024-03-14 06:00:00,11.77,59.8,normal
2024-03-14 12:00:00,14.1,58.05,normal
2024-03-14 18:00:00,11.47,88.13,normal
2024-03-15 00:00:00,13.68,82.67,normal
2024-03-15 06:00:00,10.19,75.93,normal
2024-03-15 12:00:00,12.13,87.23,normal
2024-03-15 18:00:00,14.56,94.48,normal
2024-03-16 00:00:00,14.9,70.51,normal
2024-03-16 06:00:00,14.78,56.12,normal
2024-03-16 12:00:00,14.84,87.75,normal
2024-03-16 18:00:00,11.18,51.21,normal
2024-03-17 00:00:00,10.64,82.4,normal
2024-03-17 06:00:00,13.16,68.01,normal
2024-03-17 12:00:00,12.03,89.07,normal
2024-03-17 18:00:00,10.68,67.73,faulty
2024-03-18 00:00:00,14.63,52.26,normal
2024-03-18 06:00:00,13.88,82.29,normal
2024-03-18 12:00:00,12.12,67.2,normal
2024-03-18 18:00:00,10.18,66.01,normal
2024-03-19 00:00:00,13.16,60.1,normal
2024-03-19 06:00:00,12.72,70.12,normal
2024-03-19 12:00:00,10.83,68.42,normal
2024-03-19 18:00:00,11.81,99.34,normal
2024-03-20 00:00:00,13.21,96.31,normal
2024-03-20 06:00:00,11.74,95.23,normal
2024-03-20 12:00:00,10.1,55.88,normal
2024-03-20 18:00:00,12.85,88.3,normal
2024-03-21 00:00:00,12.47,64.47,normal
2024-03-21 06:00:00,12.26,93.47,normal
2024-03-21 12:00:00,12.01,71.38,normal
2024-03-21 18:00:00,14.51,69.03,normal
2024-03-22 00:00:00,12.01,96.19,normal
2024-03-22 06:00:00,11.2,97.37,normal
2024-03-22 12:00:00,13.9,80.92,normal
2024-03-22 18:00:00,12.75,50.94,normal
2024-03-23 00:00:00,10.14,62.08,normal
2024-03-23 06:00:00,14.1,70.69,normal
2024-03-23 12:00:00,11.3,71.07,normal
2024-03-23 18:00:00,14.23,84.34,normal
2024-03-24 00:00:00,12.49,52.9,normal
2024-03-24 06:00:00,13.33,55.14,normal
2024-03-24 12:00:00,10.39,50.24,normal
2024-03-24 18:00:00,14.04,76.81,normal
2024-03-25 00:00:00,12.43,82.95,normal
2024-03-25 06:00:00,13.43,55.26,normal
2024-03-25 12:00:00,14.99,57.29,normal
2024-03-25 18:00:00,11.08,90.99,normal
2024-03-26 00:00:00,10.29,51.88,normal
2024-03-26 06:00:00,14.87,57.01,normal
2024-03-26 12:00:00,13.88,82.71,normal
2024-03-26 18:00:00,14.32,65.73,normal
2024-03-27 00:00:00,11.64,66.03,normal
2024-03-27 06:00:00,14.57,55.91,normal
2024-03-27 12:00:00,11.41,70.16,normal
2024-03-27 18:00:00,14.11,58.84,normal
2024-03-28 00:00:00,11.45,64.92,normal
2024-03-28 06:00:00,10.75,89.38,normal
2024-03-28 12:00:00,12.27,51.47,normal
2024-03-28 18:00:00,13.48,73.74,normal
2024-03-29 00:00:00,14.47,90.85,faulty
2024-03-29 06:00:00,13.45,72.73,normal
2024-03-29 12:00:00,10.78,65.78,faulty
2024-03-29 18:00:00,10.62,78.64,normal
2024-03-30 00:00:00,11.27,80.81,normal
2024-03-30 06:00:00,10.1,94.6,normal
2024-03-30 12:00:00,10.51,70.85,normal
2024-03-30 18:00:00,13.55,69.31,normal
2024-03-31 00:00:00,10.3,60.25,normal
2024-03-31 06:00:00,14.36,80.67,normal
2024-03-31 12:00:00,14.15,63.23,normal
2024-03-31 18:00:00,14.71,76.29,normal
2024-04-01 00:00:00,10.85,85.1,normal
2024-04-01 06:00:00,13.75,98.01,normal
2024-04-01 12:00:00,14.12,54.91,faulty
2024-04-01 18:00:00,12.71,82.88,normal
2024-04-02 00:00:00,13.62,75.16,normal
2024-04-02 06:00:00,13.88,71.11,normal
2024-04-02 12:00:00,12.5,75.37,normal
2024-04-02 18:00:00,14.56,96.83,normal
2024-04-03 00:00:00,10.57,95.79,faulty
2024-04-03 06:00:00,14.45,79.81,normal
2024-04-03 12:00:00,11.82,63.3,normal
2024-04-03 18:00:00,12.03,89.83,normal
2024-04-04 00:00:00,14.61,72.65,normal
2024-04-04 06:00:00,10.12,86.71,normal
2024-04-04 12:00:00,13.61,72.49,normal
2024-04-04 18:00:00,10.0,91.41,normal
2024-04-05 00:00:00,11.08,88.83,normal
2024-04-05 06:00:00,13.16,52.39,normal
2024-04-05 12:00:00,11.56,58.41,normal
2024-04-05 18:00:00,12.06,62.9,faulty
2024-04-06 00:00:00,13.75,56.47,normal
2024-04-06 06:00:00,13.6,74.88,normal
2024-04-06 12:00:00,13.41,74.27,normal
2024-04-06 18:00:00,14.28,54.14,normal
2024-04-07 00:00:00,10.61,73.15,normal
2024-04-07 06:00:00,14.95,83.1,normal
2024-04-07 12:00:00,11.77,99.39,normal
2024-04-07 18:00:00,14.37,97.82,normal
2024-04-08 00:00:00,12.23,73.58,normal
2024-04-08 06:00:00,11.39,86.67,normal
2024-04-08 12:00:00,12.51,99.45,normal
2024-04-08 18:00:00,11.79,90.54,normal
2024-04-09 00:00:00,11.82,50.01,normal
2024-04-09 06:00:00,13.42,99.62,normal
2024-04-09 12:00:00,13.85,84.5,normal
2024-04-09 18:00:00,14.11,62.14,normal
2024-04-10 00:00:00,14.49,63.93,normal
2024-04-10 06:00:00,14.88,53.47,normal
2024-04-10 12:00:00,11.02,65.42,normal
2024-04-10 18:00:00,13.35,86.39,normal
2024-04-11 00:00:00,12.1,67.62,normal
2024-04-11 06:00:00,11.35,63.61,normal
2024-04-11 12:00:00,10.0,56.18,normal
2024-04-11 18:00:00,13.31,79.81,normal
2024-04-12 00:00:00,12.05,61.64,normal
2024-04-12 06:00:00,11.53,90.41,normal
2024-04-12 12:00:00,14.51,94.77,normal
2024-04-12 18:00:00,14.84,85.86,normal
2024-04-13 00:00:00,14.62,99.43,normal
2024-04-13 06:00:00,10.54,54.23,normal
2024-04-13 12:00:00,13.34,77.97,normal
2024-04-13 18:00:00,11.82,94.69,faulty
2024-04-14 00:00:00,11.61,98.84,normal
2024-04-14 06:00:00,14.4,86.47,faulty
2024-04-14 12:00:00,14.65,54.21,normal
2024-04-14 18:00:00,12.76,94.61,normal
2024-04-15 00:00:00,11.87,78.22,normal
2024-04-15 06:00:00,11.88,82.21,normal
2024-04-15 12:00:00,13.84,60.84,normal
2024-04-15 18:00:00,10.32,96.19,normal
2024-04-16 00:00:00,10.7,52.07,normal
2024-04-16 06:00:00,11.59,85.5,normal
2024-04-16 12:00:00,10.55,78.3,normal
2024-04-16 18:00:00,13.32,60.19,normal
2024-04-17 00:00:00,10.35,87.05,normal
2024-04-17 06:00:00,12.13,62.15,normal
2024-04-17 12:00:00,11.21,92.04,normal
2024-04-17 18:00:00,10.16,77.91,normal
2024-04-18 00:00:00,12.42,94.2,normal
2024-04-18 06:00:00,13.27,86.23,normal
2024-04-18 12:00:00,12.73,95.0,normal
2024-04-18 18:00:00,14.79,56.7,normal
2024-04-19 00:00:00,12.2,65.01,normal
2024-04-19 06:00:00,13.19,73.2,normal
2024-04-19 12:00:00,12.06,85.84,normal
2024-04-19 18:00:00,11.33,70.46,normal
2024-04-20 00:00:00,10.09,68.17,normal
2024-04-20 06:00:00,11.1,77.3,normal
2024-04-20 12:00:00,10.87,52.45,normal
2024-04-20 18:00:00,11.74,62.34,faulty
2024-04-21 00:00:00,11.89,59.72,normal
2024-04-21 06:00:00,10.6,75.1,normal
2024-04-21 12:00:00,10.48,57.97,normal
2024-04-21 18:00:00,12.79,82.92,normal
2024-04-22 00:00:00,13.38,57.13,normal
2024-04-22 06:00:00,12.79,51.05,normal
2024-04-22 12:00:00,11.42,55.38,normal
2024-04-22 18:00:00,12.65,53.89,normal
2024-04-23 00:00:00,14.07,59.02,normal
2024-04-23 06:00:00,14.22,61.3,normal
2024-04-23 12:00:00,10.32,96.49,normal
2024-04-23 18:00:00,13.1,55.59,normal
2024-04-24 00:00:00,11.43,53.25,normal
2024-04-24 06:00:00,11.61,96.56,normal
2024-04-24 12:00:00,13.88,85.72,normal
2024-04-24 18:00:00,11.55,99.08,normal
2024-04-25 00:00:00,13.77,56.08,normal
2024-04-25 06:00:00,13.75,56.77,normal
2024-04-25 12:00:00,12.96,63.43,normal
2024-04-25 18:00:00,14.69,89.06,normal
2024-04-26 00:00:00,14.04,88.2,normal
2024-04-26 06:00:00,14.51,61.95,normal
2024-04-26 12:00:00,14.48,98.99,normal
2024-04-26 18:00:00,14.5,75.91,faulty
2024-04-27 00:00:00,12.29,88.3,normal
2024-04-27 06:00:00,11.92,90.49,faulty
2024-04-27 12:00:00,10.55,72.52,normal
2024-04-27 18:00:00,11.06,59.79,faulty
2024-04-28 00:00:00,10.02,52.31,normal
2024-04-28 06:00:00,13.3,91.48,normal
2024-04-28 12:00:00,12.27,72.66,normal
2024-04-28 18:00:00,11.57,76.62,normal
2024-04-29 00:00:00,10.4,69.97,normal
2024-04-29 06:00:00,14.31,56.4,normal
2024-04-29 12:00:00,14.83,85.57,normal
2024-04-29 18:00:00,10.9,63.57,normal
2024-04-30 00:00:00,13.99,67.1,normal
2024-04-30 06:00:00,13.76,89.82,normal
2024-04-30 12:00:00,13.78,72.75,normal
2024-04-30 18:00:00,14.72,90.23,normal
2024-05-01 00:00:00,14.53,56.93,normal
2024-05-01 06:00:00,11.34,62.67,normal
2024-05-01 12:00:00,10.09,70.16,normal
2024-05-01 18:00:00,11.79,61.02,normal
2024-05-02 00:00:00,12.19,85.93,normal
2024-05-02 06:00:00,14.17,51.58,normal
2024-05-02 12:00:00,11.56,80.39,normal
2024-05-02 18:00:00,14.63,66.25,normal
2024-05-03 00:00:00,14.96,64.66,normal
2024-05-03 06:00:00,14.62,94.86,normal
2024-05-03 12:00:00,11.81,72.65,normal
2024-05-03 18:00:00,14.68,51.13,normal
2024-05-04 00:00:00,13.96,84.12,faulty
2024-05-04 06:00:00,11.51,98.38,normal
2024-05-04 12:00:00,11.15,66.09,normal
2024-05-04 18:00:00,12.61,55.38,normal
2024-05-05 00:00:00,14.75,62.41,normal
2024-05-05 06:00:00,12.26,93.89,normal
2024-05-05 12:00:00,13.52,58.14,normal
2024-05-05 18:00:00,14.46,67.67,normal
2024-05-06 00:00:00,13.75,59.85,normal
2024-05-06 06:00:00,13.82,95.57,normal
2024-05-06 12:00:00,14.51,74.38,normal
2024-05-06 18:00:00,14.34,59.32,normal
2024-05-07 00:00:00,14.33,81.28,normal
2024-05-07 06:00:00,10.6,60.69,normal
2024-05-07 12:00:00,13.89,79.87,normal
2024-05-07 18:00:00,11.08,84.02,normal
2024-05-08 00:00:00,12.09,72.95,normal
2024-05-08 06:00:00,14.01,81.65,normal
2024-05-08 12:00:00,10.05,93.23,normal
2024-05-08 18:00:00,11.0,71.05,normal
2024-05-09 00:00:00,14.51,68.04,normal
2024-05-09 06:00:00,10.89,78.95,normal
2024-05-09 12:00:00,14.14,72.64,normal
2024-05-09 18:00:00,13.63,77.26,normal
2024-05-10 00:00:00,11.93,65.05,normal
2024-05-10 06:00:00,13.7,86.72,faulty
2024-05-10 12:00:00,13.09,87.12,normal
2024-05-10 18:00:00,11.87,93.03,normal
2024-05-11 00:00:00,13.19,79.41,normal
2024-05-11 06:00:00,12.23,85.52,normal
2024-05-11 12:00:00,14.44,64.69,normal
2024-05-11 18:00:00,11.77,71.01,normal
2024-05-12 00:00:00,10.72,83.83,normal
2024-05-12 06:00:00,10.13,99.78,normal
2024-05-12 12:00:00,14.69,59.98,normal
2024-05-12 18:00:00,10.9,87.05,normal
2024-05-13 00:00:00,12.42,78.44,normal
2024-05-13 06:00:00,12.54,96.39,normal
2024-05-13 12:00:00,12.89,92.85,normal
2024-05-13 18:00:00,12.76,59.51,normal
2024-05-14 00:00:00,14.68,75.27,normal
2024-05-14 06:00:00,10.31,89.34,normal
2024-05-14 12:00:00,14.3,92.71,faulty
2024-05-14 18:00:00,12.4,52.55,normal
2024-05-15 00:00:00,11.74,68.48,normal
2024-05-15 06:00:00,13.99,70.08,normal
2024-05-15 12:00:00,14.06,75.91,normal
2024-05-15 18:00:00,13.93,91.06,normal
2024-05-16 00:00:00,10.05,80.49,normal
2024-05-16 06:00:00,11.58,76.05,normal
2024-05-16 12:00:00,13.79,51.54,normal
2024-05-16 18:00:00,13.92,55.13,normal
2024-05-17 00:00:00,13.8,51.03,normal
2024-05-17 06:00:00,14.61,64.25,normal
2024-05-17 12:00:00,14.64,87.04,normal
2024-05-17 18:00:00,13.41,83.53,normal
2024-05-18 00:00:00,12.41,73.04,normal
2024-05-18 06:00:00,14.28,72.68,normal
2024-05-18 12:00:00,13.77,89.25,normal
2024-05-18 18:00:00,14.53,61.24,normal
2024-05-19 00:00:00,10.43,75.9,normal
2024-05-19 06:00:00,10.16,53.74,normal
2024-05-19 12:00:00,14.38,80.93,normal
2024-05-19 18:00:00,14.07,59.99,normal
2024-05-20 00:00:00,10.11,77.17,normal
2024-05-20 06:00:00,10.28,88.85,normal
2024-05-20 12:00:00,10.95,89.45,normal
2024-05-20 18:00:00,11.03,76.02,normal
2024-05-21 00:00:00,13.46,65.77,normal
2024-05-21 06:00:00,13.22,90.46,normal
2024-05-21 12:00:00,14.94,80.88,normal
2024-05-21 18:00:00,14.15,54.0,normal
2024-05-22 00:00:00,12.47,65.35,normal
2024-05-22 06:00:00,13.47,66.63,normal
2024-05-22 12:00:00,11.9,66.09,normal
2024-05-22 18:00:00,10.17,91.33,normal
2024-05-23 00:00:00,10.06,61.52,normal
2024-05-23 06:00:00,13.38,63.62,normal
2024-05-23 12:00:00,13.44,89.1,normal
2024-05-23 18:00:00,10.16,52.43,faulty
2024-05-24 00:00:00,13.99,90.41,normal
2024-05-24 06:00:00,13.69,87.75,normal
2024-05-24 12:00:00,13.89,61.47,normal
