timestamp,date,hour,rainfall (MM)
2024-01-11 10:00:00,2024-01-11,10:00:00,0.0
2024-01-11 11:00:00,2024-01-11,11:00:00,0.6568442971315123
2024-01-11 12:00:00,2024-01-11,12:00:00,0.0
2024-01-11 13:00:00,2024-01-11,13:00:00,0.0
2024-01-11 14:00:00,2024-01-11,14:00:00,0.0
2024-01-11 15:00:00,2024-01-11,15:00:00,0.0
2024-01-11 16:00:00,2024-01-11,16:00:00,0.0
2024-01-11 17:00:00,2024-01-11,17:00:00,0.0
2024-01-11 18:00:00,2024-01-11,18:00:00,0.0
2024-01-11 19:00:00,2024-01-11,19:00:00,0.0
2024-01-11 20:00:00,2024-01-11,20:00:00,0.0
2024-01-11 21:00:00,2024-01-11,21:00:00,0.0
2024-01-11 22:00:00,2024-01-11,22:00:00,1.4641648250897976
2024-01-11 23:00:00,2024-01-11,23:00:00,0.0
2024-01-12 00:00:00,2024-01-12,00:00:00,0.0
2024-01-12 01:00:00,2024-01-12,01:00:00,0.0
2024-01-12 02:00:00,2024-01-12,02:00:00,0.0
2024-01-12 03:00:00,2024-01-12,03:00:00,0.0
2024-01-12 04:00:00,2024-01-12,04:00:00,0.0
2024-01-12 05:00:00,2024-01-12,05:00:00,0.0
2024-01-12 06:00:00,2024-01-12,06:00:00,0.0
2024-01-12 07:00:00,2024-01-12,07:00:00,0.0
2024-01-12 08:00:00,2024-01-12,08:00:00,0.0
2024-01-12 09:00:00,2024-01-12,09:00:00,0.8850208874753952
2024-01-12 10:00:00,2024-01-12,10:00:00,0.0
2024-01-12 11:00:00,2024-01-12,11:00:00,0.0
2024-01-12 12:00:00,2024-01-12,12:00:00,0.0
2024-01-12 13:00:00,2024-01-12,13:00:00,0.0
2024-01-12 14:00:00,2024-01-12,14:00:00,0.0
2024-01-12 15:00:00,2024-01-12,15:00:00,0.0
2024-01-12 16:00:00,2024-01-12,16:00:00,0.0
2024-01-12 17:00:00,2024-01-12,17:00:00,1.5027573517264743
2024-01-12 18:00:00,2024-01-12,18:00:00,0.0
2024-01-12 19:00:00,2024-01-12,19:00:00,0.0
2024-01-12 20:00:00,2024-01-12,20:00:00,0.0
2024-01-12 21:00:00,2024-01-12,21:00:00,0.0
2024-01-12 22:00:00,2024-01-12,22:00:00,0.0
2024-01-12 23:00:00,2024-01-12,23:00:00,0.0
2024-01-13 00:00:00,2024-01-13,00:00:00,0.0
2024-01-13 01:00:00,2024-01-13,01:00:00,0.0
2024-01-13 02:00:00,2024-01-13,02:00:00,0.0
2024-01-13 03:00:00,2024-01-13,03:00:00,0.0
2024-01-13 04:00:00,2024-01-13,04:00:00,0.0
2024-01-13 05:00:00,2024-01-13,05:00:00,0.0
2024-01-13 06:00:00,2024-01-13,06:00:00,0.0
2024-01-13 07:00:00,2024-01-13,07:00:00,1.3642389947389493
2024-01-13 08:00:00,2024-01-13,08:00:00,0.0
2024-01-13 09:00:00,2024-01-13,09:00:00,0.0
2024-01-13 10:00:00,2024-01-13,10:00:00,0.621062681290979
2024-01-13 11:00:00,2024-01-13,11:00:00,0.0
2024-01-13 12:00:00,2024-01-13,12:00:00,0.0
2024-01-13 13:00:00,2024-01-13,13:00:00,0.0
2024-01-13 14:00:00,2024-01-13,14:00:00,0.0
2024-01-13 15:00:00,2024-01-13,15:00:00,0.0
2024-01-13 16:00:00,2024-01-13,16:00:00,0.0
2024-01-13 17:00:00,2024-01-13,17:00:00,0.0
2024-01-13 18:00:00,2024-01-13,18:00:00,0.0
2024-01-13 19:00:00,2024-01-13,19:00:00,0.0
2024-01-13 20:00:00,2024-01-13,20:00:00,0.0
2024-01-13 21:00:00,2024-01-13,21:00:00,0.0
2024-01-13 22:00:00,2024-01-13,22:00:00,0.0
2024-01-13 23:00:00,2024-01-13,23:00:00,0.0
2024-01-14 00:00:00,2024-01-14,00:00:00,0.0
2024-01-14 01:00:00,2024-01-14,01:00:00,0.0
2024-01-14 02:00:00,2024-01-14,02:00:00,0.0
2024-01-14 03:00:00,2024-01-14,03:00:00,0.0
2024-01-14 04:00:00,2024-01-14,04:00:00,0.7432560907057821
2024-01-14 05:00:00,2024-01-14,05:00:00,0.0
2024-01-14 06:00:00,2024-01-14,06:00:00,1.5181823333903675
2024-01-14 07:00:00,2024-01-14,07:00:00,0.0
2024-01-14 08:00:00,2024-01-14,08:00:00,0.0
2024-01-14 09:00:00,2024-01-14,09:00:00,0.0
2024-01-14 10:00:00,2024-01-14,10:00:00,0.0
2024-01-14 11:00:00,2024-01-14,11:00:00,0.0
2024-01-14 12:00:00,2024-01-14,12:00:00,0.0
2024-01-14 13:00:00,2024-01-14,13:00:00,0.0
2024-01-14 14:00:00,2024-01-14,14:00:00,0.0
2024-01-14 15:00:00,2024-01-14,15:00:00,0.0
2024-01-14 16:00:00,2024-01-14,16:00:00,0.0
2024-01-14 17:00:00,2024-01-14,17:00:00,0.0
2024-01-14 18:00:00,2024-01-14,18:00:00,0.0
2024-01-14 19:00:00,2024-01-14,19:00:00,0.0
2024-01-14 20:00:00,2024-01-14,20:00:00,0.0
2024-01-14 21:00:00,2024-01-14,21:00:00,0.0
2024-01-14 22:00:00,2024-01-14,22:00:00,0.0
2024-01-14 23:00:00,2024-01-14,23:00:00,0.0
2024-01-15 00:00:00,2024-01-15,00:00:00,0.0
2024-01-15 01:00:00,2024-01-15,01:00:00,0.0
2024-01-15 02:00:00,2024-01-15,02:00:00,0.0
2024-01-15 03:00:00,2024-01-15,03:00:00,0.0
2024-01-15 04:00:00,2024-01-15,04:00:00,0.0
2024-01-15 05:00:00,2024-01-15,05:00:00,0.0
2024-01-15 06:00:00,2024-01-15,06:00:00,0.0
2024-01-15 07:00:00,2024-01-15,07:00:00,0.0
2024-01-15 08:00:00,2024-01-15,08:00:00,0.0
2024-01-15 09:00:00,2024-01-15,09:00:00,0.0
2024-01-15 10:00:00,2024-01-15,10:00:00,0.0
2024-01-15 11:00:00,2024-01-15,11:00:00,0.0
2024-01-15 12:00:00,2024-01-15,12:00:00,0.0
2024-01-15 13:00:00,2024-01-15,13:00:00,0.0
2024-01-15 14:00:00,2024-01-15,14:00:00,1.0229037041642686
2024-01-15 15:00:00,2024-01-15,15:00:00,0.0
2024-01-15 16:00:00,2024-01-15,16:00:00,0.774754291142439
2024-01-15 17:00:00,2024-01-15,17:00:00,0.0
2024-01-15 18:00:00,2024-01-15,18:00:00,0.0
2024-01-15 19:00:00,2024-01-15,19:00:00,0.0
2024-01-15 20:00:00,2024-01-15,20:00:00,0.0
2024-01-15 21:00:00,2024-01-15,21:00:00,0.0
2024-01-15 22:00:00,2024-01-15,22:00:00,1.5344577794883592
2024-01-15 23:00:00,2024-01-15,23:00:00,0.0
2024-01-16 00:00:00,2024-01-16,00:00:00,0.0
2024-01-16 01:00:00,2024-01-16,01:00:00,0.0
2024-01-16 02:00:00,2024-01-16,02:00:00,0.0
2024-01-16 03:00:00,2024-01-16,03:00:00,0.0
2024-01-16 04:00:00,2024-01-16,04:00:00,0.0
2024-01-16 05:00:00,2024-01-16,05:00:00,0.0
2024-01-16 06:00:00,2024-01-16,06:00:00,0.0
2024-01-16 07:00:00,2024-01-16,07:00:00,0.0
2024-01-16 08:00:00,2024-01-16,08:00:00,0.6342802951952635
2024-01-16 09:00:00,2024-01-16,09:00:00,0.0
2024-01-16 10:00:00,2024-01-16,10:00:00,0.0
2024-01-16 11:00:00,2024-01-16,11:00:00,0.0
2024-01-16 12:00:00,2024-01-16,12:00:00,0.0
2024-01-16 13:00:00,2024-01-16,13:00:00,0.0
2024-01-16 14:00:00,2024-01-16,14:00:00,0.0
2024-01-16 15:00:00,2024-01-16,15:00:00,0.0
2024-01-16 16:00:00,2024-01-16,16:00:00,0.0
2024-01-16 17:00:00,2024-01-16,17:00:00,0.0
2024-01-16 18:00:00,2024-01-16,18:00:00,0.0
2024-01-16 19:00:00,2024-01-16,19:00:00,0.0
2024-01-16 20:00:00,2024-01-16,20:00:00,0.0
2024-01-16 21:00:00,2024-01-16,21:00:00,0.0
2024-01-16 22:00:00,2024-01-16,22:00:00,0.0
2024-01-16 23:00:00,2024-01-16,23:00:00,0.0
2024-01-17 00:00:00,2024-01-17,00:00:00,0.0
2024-01-17 01:00:00,2024-01-17,01:00:00,0.0
2024-01-17 02:00:00,2024-01-17,02:00:00,1.8318093977769956
2024-01-17 03:00:00,2024-01-17,03:00:00,0.0
2024-01-17 04:00:00,2024-01-17,04:00:00,0.0
2024-01-17 05:00:00,2024-01-17,05:00:00,0.0
2024-01-17 06:00:00,2024-01-17,06:00:00,0.0
2024-01-17 07:00:00,2024-01-17,07:00:00,0.0
2024-01-17 08:00:00,2024-01-17,08:00:00,0.0
2024-01-17 09:00:00,2024-01-17,09:00:00,0.0
2024-01-17 10:00:00,2024-01-17,10:00:00,0.0
2024-01-17 11:00:00,2024-01-17,11:00:00,0.5527619472973949
2024-01-17 12:00:00,2024-01-17,12:00:00,0.0
2024-01-17 13:00:00,2024-01-17,13:00:00,0.0
2024-01-17 14:00:00,2024-01-17,14:00:00,0.0
2024-01-17 15:00:00,2024-01-17,15:00:00,0.0
2024-01-17 16:00:00,2024-01-17,16:00:00,0.0
2024-01-17 17:00:00,2024-01-17,17:00:00,0.0
2024-01-17 18:00:00,2024-01-17,18:00:00,0.0
2024-01-17 19:00:00,2024-01-17,19:00:00,0.0
2024-01-17 20:00:00,2024-01-17,20:00:00,0.0
2024-01-17 21:00:00,2024-01-17,21:00:00,0.0
2024-01-17 22:00:00,2024-01-17,22:00:00,0.0
2024-01-17 23:00:00,2024-01-17,23:00:00,0.0
2024-01-18 00:00:00,2024-01-18,00:00:00,0.0
2024-01-18 01:00:00,2024-01-18,01:00:00,0.0
2024-01-18 02:00:00,2024-01-18,02:00:00,0.0
2024-01-18 03:00:00,2024-01-18,03:00:00,0.9360834614309976
2024-01-18 04:00:00,2024-01-18,04:00:00,0.0
2024-01-18 05:00:00,2024-01-18,05:00:00,0.0
2024-01-18 06:00:00,2024-01-18,06:00:00,0.0
2024-01-18 07:00:00,2024-01-18,07:00:00,0.0
2024-01-18 08:00:00,2024-01-18,08:00:00,0.0
2024-01-18 09:00:00,2024-01-18,09:00:00,0.0
2024-01-18 10:00:00,2024-01-18,10:00:00,1.8521702443075694
2024-01-18 11:00:00,2024-01-18,11:00:00,0.0
2024-01-18 12:00:00,2024-01-18,12:00:00,0.0
2024-01-18 13:00:00,2024-01-18,13:00:00,0.0
2024-01-18 14:00:00,2024-01-18,14:00:00,0.0
2024-01-18 15:00:00,2024-01-18,15:00:00,0.0
2024-01-18 16:00:00,2024-01-18,16:00:00,0.0
2024-01-18 17:00:00,2024-01-18,17:00:00,0.0
2024-01-18 18:00:00,2024-01-18,18:00:00,0.0
2024-01-18 19:00:00,2024-01-18,19:00:00,1.3738533638222168
2024-01-18 20:00:00,2024-01-18,20:00:00,0.0
2024-01-18 21:00:00,2024-01-18,21:00:00,0.0
2024-01-18 22:00:00,2024-01-18,22:00:00,0.0
2024-01-18 23:00:00,2024-01-18,23:00:00,0.0
2024-01-19 00:00:00,2024-01-19,00:00:00,0.6426404715660943
2024-01-19 01:00:00,2024-01-19,01:00:00,1.5882170510232303
2024-01-19 02:00:00,2024-01-19,02:00:00,1.574679472338185
2024-01-19 03:00:00,2024-01-19,03:00:00,0.0
2024-01-19 04:00:00,2024-01-19,04:00:00,0.0
2024-01-19 05:00:00,2024-01-19,05:00:00,0.0
2024-01-19 06:00:00,2024-01-19,06:00:00,0.0
2024-01-19 07:00:00,2024-01-19,07:00:00,0.0
2024-01-19 08:00:00,2024-01-19,08:00:00,0.0
2024-01-19 09:00:00,2024-01-19,09:00:00,0.0
2024-01-19 10:00:00,2024-01-19,10:00:00,0.0
2024-01-19 11:00:00,2024-01-19,11:00:00,0.0
2024-01-19 12:00:00,2024-01-19,12:00:00,0.0
2024-01-19 13:00:00,2024-01-19,13:00:00,0.0
2024-01-19 14:00:00,2024-01-19,14:00:00,0.0
2024-01-19 15:00:00,2024-01-19,15:00:00,0.0
2024-01-19 16:00:00,2024-01-19,16:00:00,0.0
2024-01-19 17:00:00,2024-01-19,17:00:00,0.0
2024-01-19 18:00:00,2024-01-19,18:00:00,0.0
2024-01-19 19:00:00,2024-01-19,19:00:00,0.0
2024-01-19 20:00:00,2024-01-19,20:00:00,0.0
2024-01-19 21:00:00,2024-01-19,21:00:00,0.0
2024-01-19 22:00:00,2024-01-19,22:00:00,0.0
2024-01-19 23:00:00,2024-01-19,23:00:00,0.0
2024-01-20 00:00:00,2024-01-20,00:00:00,0.0
